user_id	item_id	time
11244	891	1126137600
18806	892	1126396800
4660	520	1126483200
16292	192	1126483200
21724	40	1126483200
4039	807	1126656000
1594	1261	1126828800
22160	905	1127347200
19849	366	1127433600
21781	3130	1127433600
4428	430	1127520000
3039	65	1128211200
7188	96	1128211200
7188	115	1128211200
7188	202	1128211200
7188	981	1128297600
21168	257	1128384000
21168	4851	1128384000
4407	418	1129075200
4407	989	1129075200
7329	122	1129161600
12716	1439	1129420800
5033	784	1129593600
15465	582	1129593600
196	418	1129680000
196	419	1129680000
8100	5119	1129680000
15465	1439	1129939200
17259	905	1129939200
18969	290	1129939200
18969	291	1129939200
18969	366	1129939200
16979	498	1130284800
19044	1126	1130371200
15465	5507	1130544000
7188	160	1130630400
7188	208	1130630400
7188	2097	1130630400
19565	1595	1130803200
16292	681	1132531200
15465	1055	1132617600
14384	2995	1132790400
7188	3645	1133308800
7188	895	1133568000
7188	4863	1133568000
22161	1255	1133568000
3599	1023	1133654400
19922	1121	1133654400
19565	418	1133827200
18645	31	1133913600
15465	1959	1134172800
18645	956	1134345600
2978	2648	1135209600
2801	418	1135555200
2801	419	1135555200
4751	185	1135814400
21979	641	1136160000
2801	417	1136764800
4751	2026	1136764800
4751	715	1136851200
2908	681	1137110400
16935	3422	1137110400
18645	913	1137110400
4751	1583	1137283200
19565	419	1137369600
15217	1269	1137715200
19922	512	1137715200
9754	905	1138320000
17750	276	1138838400
6682	2987	1139011200
16363	597	1139011200
4002	575	1139097600
19922	844	1139097600
2137	1162	1139702400
9593	419	1139961600
3195	1011	1140307200
7190	2335	1140480000
19922	110	1140652800
19922	181	1140652800
16596	1119	1140739200
13022	534	1140825600
13022	913	1140825600
15954	124	1140912000
2361	2639	1141257600
7188	408	1141603200
11783	64	1141862400
11783	88	1141862400
19337	987	1142208000
11783	150	1142467200
11783	385	1142467200
11783	1196	1142467200
11783	560	1142553600
11783	571	1142553600
11783	574	1142553600
19565	2720	1142985600
20698	248	1143158400
16157	408	1143244800
7188	407	1143331200
11783	2583	1143590400
20356	408	1144195200
9679	987	1144368000
12524	1526	1144540800
12524	2024	1144540800
12524	2790	1144540800
15465	866	1144627200
8045	1136	1145145600
21781	408	1145404800
7188	3803	1145577600
21726	1044	1146009600
15217	1935	1146355200
6682	933	1146528000
569	30	1146787200
569	52	1146787200
569	53	1146787200
569	96	1146787200
22290	905	1147392000
18598	45	1147564800
19565	241	1147737600
6682	387	1147996800
11012	1220	1148256000
17440	4851	1148428800
19325	126	1148947200
8934	3100	1149206400
5093	905	1149465600
6920	408	1149811200
11996	844	1149811200
15202	628	1149984000
15465	1242	1149984000
6682	784	1150502400
7188	1129	1150588800
5931	681	1150848000
2438	1245	1150934400
8934	417	1151020800
8934	420	1151193600
3599	1040	1151280000
3599	1041	1151280000
15217	2009	1151280000
6682	3768	1151366400
17856	1404	1151366400
3599	1425	1151798400
15465	1132	1151798400
7188	426	1152144000
7188	734	1152144000
668	3671	1152230400
6836	779	1152316800
2275	2999	1152403200
3599	1094	1152489600
5369	1425	1152489600
3599	777	1152576000
9991	1120	1152921600
6727	1595	1153267200
1875	489	1153353600
15465	561	1153440000
15465	1119	1153440000
9658	1307	1153526400
15202	715	1153526400
3877	1273	1153612800
4660	175	1153785600
4660	1274	1153872000
4660	1166	1154044800
6682	949	1154044800
1815	1577	1154131200
5763	409	1154217600
7188	1958	1154390400
15465	572	1154390400
6682	1971	1154736000
15465	43	1154822400
15739	305	1154822400
4581	575	1155340800
19849	801	1155686400
7188	980	1155772800
15400	373	1156636800
11033	787	1156809600
1611	3778	1156982400
1611	3782	1156982400
18996	844	1157328000
17487	3727	1157414400
18290	1273	1157500800
15984	160	1157673600
15984	458	1157673600
15984	1190	1157673600
5653	2122	1157760000
12996	3215	1157760000
3039	256	1157846400
3039	262	1157846400
2809	158	1158019200
3039	416	1158105600
3039	958	1158105600
5653	262	1158451200
3195	3112	1158624000
7270	1404	1158624000
19849	863	1158710400
20338	7	1158796800
15202	1827	1158969600
3599	1053	1159056000
300	1456	1159401600
6427	1273	1159574400
22003	360	1159660800
7346	1861	1159747200
22155	681	1159920000
5287	1273	1160092800
16399	1403	1160092800
16399	3750	1160092800
16399	3751	1160092800
13471	152	1160697600
15465	784	1160697600
16399	1221	1160697600
18480	1456	1160784000
18480	1457	1160784000
1401	1458	1160956800
7346	1339	1160956800
2480	196	1161302400
16195	1273	1161475200
18667	1547	1161475200
2146	1136	1161648000
7346	408	1161648000
10749	681	1161820800
7157	839	1161907200
7157	905	1161907200
7157	3670	1161907200
7157	3693	1161907200
7157	4710	1161907200
1203	2613	1162080000
17386	3776	1162080000
421	241	1162166400
668	1182	1162598400
21359	391	1162598400
6079	703	1162684800
2146	458	1162944000
20380	530	1162944000
11359	950	1163116800
11359	959	1163116800
11359	960	1163116800
944	392	1163462400
12652	419	1163635200
15465	2736	1163808000
15465	4305	1163808000
18381	417	1163980800
9319	815	1164412800
13562	55	1164412800
2999	1498	1164499200
18381	842	1164758400
18381	1026	1164758400
15276	3768	1164844800
18304	3749	1164844800
4182	987	1165017600
17834	477	1165104000
18304	6826	1165622400
8406	418	1165795200
8925	1189	1165968000
12521	60	1166054400
1594	1053	1166227200
1594	1596	1166227200
7157	1827	1166486400
20777	564	1166745600
9274	450	1166832000
14694	175	1166832000
20777	43	1166832000
20777	3768	1166832000
17976	682	1166918400
15109	2052	1167091200
19565	417	1167091200
7188	1611	1167177600
19565	257	1167177600
19565	262	1167177600
14130	1946	1167264000
2703	845	1167696000
7366	3654	1167782400
7188	144	1168041600
9055	1136	1168128000
10168	3771	1168128000
15363	707	1168128000
18952	1604	1168128000
1888	1245	1168300800
13923	498	1168300800
14643	3855	1168300800
2489	664	1168473600
2489	844	1168473600
2489	997	1168473600
2489	1273	1168473600
2489	2584	1168473600
16956	891	1168473600
17636	1051	1168473600
5369	553	1168560000
5369	1274	1168560000
13598	3473	1168732800
17450	3693	1168732800
4015	1960	1168819200
9696	3378	1168819200
19565	1015	1168819200
6670	192	1168905600
6670	209	1168905600
6670	688	1168905600
6670	1245	1168905600
19565	1596	1168905600
21341	1596	1169337600
9425	2770	1169596800
7188	1310	1169683200
2275	1458	1169769600
17392	722	1169769600
20265	422	1169942400
13598	222	1170028800
16292	1466	1170028800
11897	1730	1170288000
14130	1274	1170288000
6682	1596	1170633600
12255	4542	1170720000
2102	1351	1170892800
14457	688	1170892800
15465	2226	1171065600
113	220	1171152000
3036	579	1171152000
19565	3645	1171152000
19565	4863	1171152000
10612	192	1171238400
21362	1207	1171238400
21362	1307	1171238400
421	408	1171324800
5286	235	1171324800
17440	209	1171411200
3971	561	1171497600
3971	572	1171497600
3610	1251	1171584000
3971	560	1171584000
19849	2412	1171584000
3610	152	1171756800
6222	2946	1171843200
9055	366	1171843200
13335	712	1171843200
9055	256	1171929600
19849	782	1171929600
9147	861	1172361600
19600	1286	1172361600
4568	1703	1172448000
15465	1199	1172620800
19849	842	1172620800
1710	906	1172880000
19849	777	1173139200
646	173	1173312000
3770	557	1173312000
9256	3404	1173312000
9393	1450	1173312000
17259	1193	1173312000
11837	312	1173657600
3971	562	1173916800
3971	574	1173916800
19565	420	1173916800
6413	1136	1174003200
13562	1312	1174003200
16885	3934	1174003200
15465	1078	1174089600
15881	2499	1174089600
10009	1336	1174176000
15465	384	1174262400
1888	192	1174348800
1888	1162	1174348800
1888	1244	1174348800
6079	1313	1174435200
16097	2009	1174435200
1291	259	1174521600
14457	113	1174521600
4660	331	1174694400
3361	408	1174780800
7157	3756	1174867200
17896	573	1174867200
20265	1547	1174867200
12652	418	1175040000
19732	1273	1175126400
15465	1094	1175212800
15945	1273	1175212800
2868	876	1175299200
2868	879	1175299200
20044	861	1175385600
7526	1273	1175472000
5735	1730	1175644800
21405	418	1175644800
19809	1547	1175731200
20044	905	1175731200
5735	791	1176076800
5735	1076	1176076800
1291	840	1176163200
6079	685	1176163200
7157	98	1176163200
7157	1161	1176163200
18656	844	1176249600
21245	1755	1176336000
15465	1682	1176508800
17208	1450	1176508800
20044	188	1176508800
2275	135	1176595200
16140	408	1176595200
17896	560	1176595200
17896	562	1176595200
4360	1273	1176940800
20380	8269	1176940800
2316	562	1177027200
7157	444	1177113600
16758	768	1177113600
3610	844	1177200000
5482	190	1177200000
16942	800	1177200000
21724	3654	1177200000
4118	369	1177286400
14139	751	1177286400
17949	2584	1177286400
7157	3939	1177459200
14229	215	1177459200
17636	791	1177459200
4148	159	1177545600
4148	1902	1177545600
4148	3671	1177545600
12245	1450	1177545600
15465	2051	1177804800
3971	40	1177977600
7188	1078	1178064000
12028	3693	1178064000
12245	3693	1178064000
14766	2402	1178064000
12630	1678	1178323200
18774	3835	1178323200
22185	800	1178323200
11688	1129	1178409600
19591	2648	1178409600
6682	394	1178582400
14190	1465	1178582400
5460	575	1178668800
11055	1245	1178755200
3349	438	1178928000
7411	804	1178928000
7411	2728	1178928000
9055	1152	1178928000
15465	1707	1179014400
4022	408	1179100800
18774	986	1179360000
3971	1596	1179446400
7535	705	1179446400
14047	1036	1179532800
20853	1183	1179532800
1742	2140	1179619200
13689	931	1179619200
13689	2335	1179619200
21245	1526	1179619200
8849	1152	1179705600
16156	1521	1179705600
2146	322	1179964800
16292	1456	1179964800
13689	7	1180137600
21115	1884	1180137600
18774	980	1180224000
4405	723	1180310400
19565	742	1180310400
6193	1244	1180396800
5841	383	1180742400
4444	1249	1180828800
2141	2811	1180915200
14334	2409	1181001600
17392	3861	1181001600
19849	1269	1181001600
9968	1730	1181088000
19565	986	1181088000
18649	792	1181347200
12026	3693	1181433600
19256	2743	1181520000
1225	499	1181606400
14334	1700	1181779200
20383	176	1181779200
3971	384	1181865600
20003	664	1181952000
20003	1327	1181952000
20003	1602	1181952000
12959	676	1182038400
11726	2040	1182211200
21341	3755	1182211200
12272	3230	1182297600
10711	1016	1182384000
14798	2917	1182556800
15984	1179	1182729600
16292	3670	1182729600
21129	958	1182902400
21129	2965	1182902400
19038	1583	1182988800
7258	1458	1183075200
18598	184	1183075200
813	89	1183161600
963	2036	1183161600
963	4426	1183161600
18009	418	1183161600
12716	3693	1183248000
14348	1898	1183248000
15465	229	1183248000
17011	209	1183248000
17011	253	1183248000
17011	1162	1183248000
17011	1368	1183248000
20095	1829	1183248000
14334	1748	1183334400
18001	256	1183334400
3599	1427	1183593600
10913	268	1183593600
16045	71	1183593600
19047	907	1183593600
19565	909	1183680000
6427	1713	1183852800
13494	768	1183852800
19849	2843	1183939200
14492	5119	1184025600
18413	408	1184025600
20128	1273	1184025600
14136	648	1184112000
20189	2095	1184112000
16523	93	1184198400
17405	1678	1184198400
13443	3028	1184457600
19256	3685	1184457600
19849	188	1184457600
2316	2855	1184544000
6222	2398	1184544000
6953	1787	1184544000
9147	100	1184544000
9256	1011	1184544000
14136	30	1184544000
1655	1159	1184630400
11688	729	1184630400
6222	1067	1184716800
20439	1702	1184803200
20439	1705	1184803200
20439	1710	1184803200
14136	1274	1184889600
5371	780	1184976000
502	291	1185148800
9968	262	1185148800
22199	257	1185148800
12559	1584	1185235200
22189	498	1185235200
15465	4538	1185321600
17834	777	1185321600
7558	1943	1185408000
7558	1944	1185408000
14492	416	1185494400
14492	418	1185494400
17977	3644	1185494400
5912	582	1185580800
14136	731	1185580800
4564	142	1185667200
7157	917	1185753600
22322	564	1185753600
22322	1596	1185926400
1888	1129	1186099200
1888	1458	1186099200
18009	2036	1186099200
12716	2201	1186185600
9008	8873	1186358400
7064	952	1186531200
5932	3782	1186617600
5932	3783	1186617600
11614	1521	1186617600
1959	408	1186704000
3637	1544	1186704000
1888	1239	1186876800
16310	602	1187049600
6513	408	1187222400
10405	486	1187222400
21129	3043	1187222400
10913	3131	1187308800
8554	1485	1187395200
5653	733	1187740800
21405	3697	1187740800
22116	167	1187740800
22116	1162	1187740800
22116	2732	1187740800
22116	5719	1187740800
16263	846	1187827200
4372	1328	1187913600
16642	2090	1187913600
1401	190	1188086400
18969	3271	1188086400
5482	78	1188259200
17147	1017	1188691200
4686	1078	1188864000
240	424	1189123200
15090	253	1189123200
14258	1307	1189209600
4017	1746	1189296000
4017	2738	1189296000
11862	1533	1189296000
3132	2791	1189382400
19922	1748	1189382400
18008	1243	1189555200
9618	2063	1189641600
12690	664	1189728000
20356	802	1189900800
5095	776	1189987200
20356	807	1189987200
10334	3955	1190246400
19922	664	1190505600
19922	3725	1190505600
19565	1630	1190592000
10334	2450	1190678400
14917	1059	1190678400
2920	519	1190764800
13769	987	1190764800
13300	1072	1190937600
16019	715	1190937600
668	130	1191283200
668	184	1191283200
5264	961	1191283200
20960	707	1191283200
11881	1838	1191456000
14457	764	1191456000
8706	1547	1191628800
13265	4164	1191628800
9916	498	1191801600
9916	557	1191801600
9916	675	1191801600
6842	4863	1191888000
9299	2605	1191888000
22322	791	1191888000
3867	9662	1191974400
1475	681	1192060800
20834	868	1192233600
5482	2797	1192320000
3971	268	1192406400
11583	1129	1192406400
12981	2761	1192406400
2837	2300	1192492800
4700	2999	1192492800
17211	2452	1192492800
4943	759	1192579200
5308	3809	1192579200
10405	2300	1192665600
5033	2300	1192752000
7858	2300	1192752000
11028	2300	1192752000
1342	1154	1192838400
3867	408	1192838400
9109	2300	1192838400
10037	2300	1192838400
15202	1930	1192838400
19922	2300	1192838400
5332	2300	1192924800
13022	2300	1192924800
15903	2300	1192924800
18810	2300	1192924800
20435	408	1192924800
3039	2300	1193011200
9657	2300	1193011200
19565	259	1193011200
19565	2300	1193011200
19636	2300	1193011200
3112	2300	1193097600
13889	2300	1193097600
15310	2300	1193097600
20800	2300	1193097600
5404	2300	1193184000
8202	2300	1193184000
10890	2185	1193184000
10890	2389	1193184000
11125	1584	1193184000
1438	768	1193270400
10655	2300	1193270400
13056	2300	1193270400
16149	2300	1193270400
4999	451	1193356800
11790	1659	1193356800
13494	773	1193356800
14146	2300	1193443200
1713	2300	1193529600
4354	3654	1193529600
13853	2300	1193529600
18561	2300	1193529600
4014	1277	1193616000
6460	2300	1193616000
9054	2300	1193616000
20480	709	1193788800
13879	1758	1193961600
4354	2028	1194048000
4566	2300	1194048000
21837	158	1194048000
5932	458	1194134400
11121	1115	1194134400
14354	369	1194134400
21103	422	1194134400
21837	2145	1194134400
13480	2300	1194220800
20321	2300	1194220800
4686	910	1194307200
7188	1221	1194307200
11125	195	1194307200
12489	2068	1194307200
13792	2300	1194307200
9334	408	1194393600
17617	3693	1194393600
19873	2300	1194393600
7722	2300	1194566400
18976	3804	1194566400
1983	2300	1194739200
3000	1285	1194739200
3000	1326	1194739200
22297	734	1194739200
21978	2300	1194825600
7188	1401	1194912000
13300	2300	1194998400
771	2300	1195084800
2050	2300	1195084800
2529	2300	1195084800
3450	2300	1195084800
4331	2300	1195084800
5878	2300	1195084800
6741	2300	1195084800
12296	2300	1195084800
17620	1122	1195084800
20804	2300	1195084800
3216	264	1195171200
10612	1539	1195171200
4785	1596	1195257600
21815	2300	1195257600
10405	2363	1195344000
4686	795	1195430400
13175	2300	1195430400
16635	113	1195430400
16635	209	1195430400
16635	1310	1195430400
17617	707	1195430400
10612	367	1195516800
748	768	1195689600
748	4165	1195689600
9293	1563	1195689600
1742	1713	1195862400
22322	1977	1195862400
11896	2322	1195948800
20248	695	1196035200
6462	846	1196121600
17949	1278	1196121600
20834	2141	1196208000
6112	1088	1196294400
7550	498	1196380800
22261	1976	1196380800
12722	745	1196467200
1611	1403	1196640000
3044	1219	1196640000
11084	1604	1196640000
6916	1944	1196726400
6916	2902	1196726400
13107	1268	1196899200
9055	1153	1196985600
3610	1880	1197072000
6682	800	1197072000
11387	390	1197072000
14492	1752	1197158400
10455	1133	1197244800
4217	256	1197331200
11688	604	1197331200
13512	844	1197331200
9389	681	1197504000
12934	2172	1197504000
3599	3537	1197590400
3599	3228	1197763200
14165	3678	1197763200
21725	1071	1197763200
15148	1596	1197936000
14081	921	1198022400
11385	2300	1198108800
15465	1231	1198108800
16176	2300	1198108800
16201	2300	1198108800
18801	2300	1198108800
20321	1682	1198108800
19399	508	1198195200
13050	1448	1198281600
20321	1750	1198281600
3464	789	1198368000
14008	1137	1198368000
15465	1183	1198368000
10713	209	1198454400
15495	2337	1198454400
22052	3784	1198454400
14690	2337	1198627200
22221	1448	1198627200
15354	891	1198713600
15354	1066	1198713600
15354	2412	1198713600
3112	2337	1198800000
5332	2337	1198800000
6915	312	1198800000
11966	2300	1198800000
11966	2337	1198800000
15022	2337	1198800000
20047	3388	1198800000
15354	1592	1198886400
115	2337	1198972800
7448	1427	1199059200
8454	2944	1199059200
11256	2337	1199059200
17147	1152	1199059200
22237	1644	1199059200
22237	3804	1199059200
13070	819	1199145600
13070	1630	1199145600
9656	2337	1199232000
14388	2337	1199232000
20207	3271	1199232000
5330	2337	1199318400
12981	921	1199318400
15202	5617	1199318400
21245	2601	1199404800
17949	3815	1199491200
8353	2337	1199577600
20647	1404	1199577600
1423	2337	1199664000
9877	209	1199664000
9877	1705	1199664000
19302	2337	1199664000
20248	681	1199664000
6682	408	1199750400
9713	196	1199750400
18792	2346	1199750400
18792	2481	1199750400
19636	2337	1199750400
5783	1243	1199836800
19565	2337	1199836800
1983	2337	1199923200
14632	777	1199923200
14632	1068	1199923200
14632	1070	1199923200
3464	3446	1200009600
5783	1153	1200009600
6518	2337	1200009600
14632	565	1200009600
14632	780	1200009600
14632	1057	1200009600
14632	1063	1200009600
19809	4396	1200009600
14997	4172	1200096000
410	3362	1200182400
7448	1599	1200182400
10168	2337	1200182400
15465	2337	1200182400
18480	408	1200182400
20123	2337	1200182400
22256	2902	1200182400
1514	2337	1200268800
14691	2337	1200268800
19309	2337	1200268800
21341	3668	1200268800
77	163	1200441600
1045	2337	1200441600
3450	2337	1200441600
6514	2337	1200441600
13056	2337	1200441600
7286	2337	1200528000
9109	2337	1200528000
11788	3759	1200528000
14690	2341	1200528000
17636	2337	1200528000
3971	891	1200614400
16962	6823	1200614400
20378	844	1200614400
9877	1665	1200700800
4830	1761	1200787200
9838	620	1200787200
9838	1932	1200787200
9838	1933	1200787200
13726	530	1200787200
11052	1709	1200873600
14690	2115	1200873600
14690	2380	1200873600
20647	3661	1200873600
21341	2452	1200873600
6225	258	1200960000
6225	296	1200960000
11222	2342	1200960000
11222	2664	1200960000
17147	2664	1200960000
18229	2342	1200960000
18229	2664	1200960000
20480	905	1200960000
21815	2310	1200960000
3112	2310	1201046400
4372	987	1201046400
5119	2342	1201046400
5119	3802	1201046400
6518	2664	1201046400
9656	2310	1201046400
11028	2342	1201046400
14388	3802	1201046400
14632	1013	1201046400
14632	1029	1201046400
16765	2664	1201046400
17627	652	1201046400
21920	2310	1201046400
1223	2310	1201132800
1223	2664	1201132800
1291	5392	1201132800
4269	2310	1201132800
5878	2342	1201132800
6518	1636	1201132800
12665	2310	1201132800
18304	3163	1201132800
18304	3838	1201132800
20419	2310	1201132800
20419	2342	1201132800
4444	1262	1201219200
4444	3639	1201219200
5304	2194	1201219200
5783	1713	1201219200
7152	343	1201219200
11084	1703	1201219200
14630	2310	1201219200
14630	2342	1201219200
19922	1945	1201219200
19922	3802	1201219200
1177	2342	1201305600
18810	2342	1201305600
21339	2342	1201305600
21341	734	1201305600
21437	2310	1201305600
4566	2342	1201392000
5332	2342	1201392000
9054	2664	1201392000
14388	2342	1201392000
17450	1166	1201392000
19050	703	1201392000
21170	709	1201392000
21228	912	1201392000
1713	2310	1201478400
1713	2342	1201478400
1713	2664	1201478400
1713	3802	1201478400
4372	2194	1201478400
5007	2342	1201478400
12255	2342	1201478400
15310	2342	1201478400
7413	2342	1201564800
9760	2310	1201564800
9760	2342	1201564800
4129	1053	1201651200
10460	2342	1201651200
12889	2664	1201651200
13175	2342	1201651200
18561	2342	1201651200
2275	3835	1201737600
2550	2342	1201737600
11240	2310	1201737600
14318	2664	1201737600
16983	2664	1201737600
19426	235	1201737600
19565	2664	1201737600
19873	2342	1201737600
21743	2342	1201737600
3281	2415	1201824000
13056	2342	1201824000
15148	1487	1201824000
15148	3923	1201824000
15465	2342	1201910400
17011	2342	1201910400
7211	34	1201996800
10405	649	1201996800
15314	432	1201996800
20321	2342	1201996800
1352	2342	1202083200
13164	192	1202083200
13164	3768	1202083200
14632	808	1202083200
15045	2342	1202083200
17858	2310	1202083200
4241	1774	1202169600
10439	2342	1202169600
13533	408	1202169600
20804	2342	1202169600
7211	408	1202256000
13792	2342	1202256000
17551	508	1202256000
2302	1066	1202342400
2302	3537	1202342400
6633	2664	1202342400
18103	2337	1202342400
6506	846	1202428800
16230	1226	1202428800
16230	5115	1202428800
19309	3802	1202428800
1544	1727	1202515200
13164	1442	1202515200
15125	562	1202515200
1045	2342	1202688000
6786	5392	1202688000
10168	2310	1202688000
1190	2342	1202774400
7211	348	1202774400
10025	391	1202774400
11033	2342	1202774400
11033	3802	1202774400
2646	968	1202947200
2727	587	1203033600
3251	43	1203033600
6318	2310	1203033600
6318	2337	1203033600
6318	2342	1203033600
11726	1093	1203033600
19922	2664	1203033600
22116	2341	1203033600
668	2310	1203120000
16765	3802	1203120000
18312	2664	1203206400
18818	2664	1203206400
19331	2342	1203206400
20033	2400	1203206400
520	2342	1203292800
2050	2342	1203292800
5653	387	1203292800
5653	390	1203292800
6682	69	1203292800
10003	1351	1203292800
10003	3716	1203292800
12425	2111	1203292800
12425	2145	1203292800
15022	2342	1203292800
16935	2664	1203292800
19849	2477	1203292800
8202	2310	1203379200
14456	2310	1203379200
19881	2310	1203379200
5330	2342	1203465600
5704	3838	1203465600
8202	2342	1203465600
8353	3802	1203465600
771	2310	1203552000
771	2664	1203552000
2529	2342	1203552000
8033	2342	1203552000
14717	2342	1203552000
16132	2342	1203552000
16149	2342	1203552000
17636	2342	1203552000
17636	2966	1203552000
21189	2337	1203552000
3612	1150	1203638400
4883	2159	1203638400
12165	1092	1203638400
12165	1273	1203638400
6377	1877	1203724800
21341	412	1203724800
2209	2664	1203811200
6113	2047	1203811200
11886	169	1203897600
17708	652	1203984000
17750	800	1203984000
17750	1963	1203984000
19357	1787	1204156800
20709	1243	1204156800
18953	455	1204243200
9061	525	1204329600
12996	1784	1204329600
17750	1072	1204416000
18485	2477	1204416000
4436	844	1204502400
6129	2342	1204502400
6209	675	1204502400
6209	3768	1204502400
7497	404	1204502400
7497	1956	1204502400
10003	1676	1204502400
11897	3666	1204502400
13175	2664	1204502400
13399	210	1204502400
14581	2300	1204502400
16386	1273	1204502400
6959	384	1204588800
19022	1935	1204588800
1387	369	1204675200
3181	2300	1204675200
3181	2342	1204675200
15260	2342	1204675200
12425	2172	1204761600
14209	2342	1204761600
18561	2310	1204761600
2782	2310	1204848000
7152	3279	1204848000
12245	110	1204848000
662	2310	1204934400
3112	3802	1204934400
9109	3802	1204934400
13853	2664	1204934400
13853	3802	1204934400
15903	2664	1204934400
14630	2664	1205020800
18801	2342	1205020800
21815	3802	1205020800
22052	2710	1205020800
2955	2342	1205107200
5332	2310	1205107200
5332	2664	1205107200
5404	2664	1205107200
5621	1336	1205107200
5878	2664	1205107200
6518	2310	1205107200
9657	3802	1205107200
10508	2664	1205107200
10612	1783	1205107200
10655	2664	1205107200
12255	3802	1205107200
16149	2664	1205107200
19982	2300	1205107200
20800	2664	1205107200
20918	2310	1205107200
6460	3802	1205193600
11256	2310	1205193600
11897	1728	1205193600
18649	3802	1205193600
9184	3802	1205280000
10037	2342	1205280000
10037	2664	1205280000
11240	3802	1205280000
20800	3802	1205280000
520	3802	1205366400
1177	2664	1205366400
3044	3454	1205366400
3181	2664	1205366400
8202	3802	1205366400
18561	3802	1205366400
2302	710	1205452800
5783	1229	1205452800
5883	2309	1205452800
7847	2273	1205452800
4307	2416	1205539200
9461	3378	1205539200
11055	3802	1205539200
14690	2310	1205539200
1447	2664	1205625600
2921	3802	1205625600
9184	2310	1205625600
11842	1193	1205625600
10913	2061	1205712000
14139	2734	1205798400
14209	2310	1205798400
14209	3802	1205798400
15495	2342	1205798400
19565	3802	1205798400
19664	4874	1205798400
21339	2664	1205798400
115	3802	1205884800
6129	2310	1205884800
6514	2342	1205884800
6514	3802	1205884800
21815	71	1205884800
5286	2342	1205971200
9109	2342	1205971200
10612	6866	1205971200
11966	2664	1205971200
15022	2664	1205971200
16132	2664	1205971200
18649	2664	1205971200
18287	2664	1206057600
18312	2342	1206057600
19331	2664	1206057600
8033	2664	1206144000
2405	1990	1206230400
12425	3667	1206230400
547	949	1206316800
12722	372	1206316800
14573	502	1206316800
20800	2420	1206316800
11966	2420	1206403200
12722	6906	1206403200
20834	2420	1206403200
