user_id	item_id	time
16112	822	1059523200
9964	419	1059696000
16815	611	1059868800
1311	629	1060128000
9503	169	1060128000
9503	4066	1060128000
9503	1383	1060214400
18820	739	1060300800
9503	179	1060732800
12601	267	1060819200
16475	764	1060905600
10316	631	1061337600
17130	405	1061424000
2169	700	1061510400
18353	500	1061510400
6442	816	1061596800
11215	629	1061596800
13867	530	1061769600
13867	822	1061769600
2769	465	1061942400
9020	739	1062028800
9999	626	1062374400
17968	696	1062460800
19112	624	1062460800
10282	684	1062547200
12318	644	1062720000
5395	644	1062806400
5395	869	1062806400
6225	678	1062892800
15909	801	1062979200
733	784	1063065600
8825	411	1063065600
9964	652	1063065600
9964	653	1063065600
15909	627	1063065600
5737	1240	1063152000
14869	1240	1063324800
17863	644	1063324800
3449	775	1063756800
8825	387	1063756800
8825	594	1063756800
1036	177	1063843200
1036	264	1063843200
6454	661	1063929600
15650	565	1064275200
7598	188	1064448000
7598	367	1064448000
19357	511	1064534400
19357	772	1064534400
15154	339	1064707200
787	520	1064793600
2337	830	1064793600
9964	654	1064793600
5065	551	1064880000
5065	612	1064880000
10897	646	1064966400
2161	698	1065312000
265	537	1065398400
5467	626	1065398400
9818	535	1065398400
9818	631	1065484800
17863	535	1065657600
5340	646	1065744000
2880	520	1065916800
2437	418	1066003200
2437	604	1066003200
8027	759	1066176000
880	366	1066348800
14106	644	1066435200
15909	800	1066435200
2616	698	1066521600
2243	241	1066694400
2243	261	1066694400
4223	520	1066694400
4223	611	1066694400
4640	760	1066780800
2161	830	1066867200
2243	761	1066953600
2633	568	1067040000
6835	383	1067299200
10633	303	1067299200
10316	761	1067385600
7891	349	1067472000
7891	607	1067472000
7891	833	1067472000
8027	604	1067472000
8027	627	1067472000
10316	560	1067472000
2337	536	1067558400
2337	650	1067558400
2337	723	1067558400
2337	745	1067558400
2337	759	1067558400
10282	800	1067558400
12768	631	1067558400
5395	792	1067644800
9956	647	1067644800
10282	520	1067644800
10282	536	1067644800
10282	750	1067644800
6454	177	1067731200
6454	178	1067731200
6454	253	1067731200
10316	651	1067731200
5340	396	1067904000
5340	814	1067904000
6454	679	1067904000
6454	699	1067904000
13504	628	1067904000
2437	798	1067990400
5395	799	1067990400
10316	426	1067990400
12819	699	1068076800
12819	822	1068076800
14098	535	1068076800
16694	843	1068076800
16947	690	1068163200
880	841	1068249600
10282	610	1068249600
10282	635	1068249600
12819	246	1068249600
12935	267	1068249600
12819	243	1068336000
12819	650	1068336000
12935	464	1068336000
12935	629	1068336000
7431	520	1068422400
7431	536	1068422400
7431	551	1068422400
7431	626	1068422400
7431	744	1068422400
7431	800	1068422400
12935	816	1068422400
14295	714	1068422400
15540	237	1068422400
14295	431	1068508800
14295	520	1068508800
14295	626	1068508800
14295	627	1068508800
14295	631	1068508800
16479	604	1068508800
8539	650	1068595200
7349	949	1068681600
13504	270	1068768000
13504	275	1068768000
8000	257	1068854400
13517	790	1068854400
16458	520	1068854400
16458	626	1068854400
1306	688	1068940800
5129	626	1068940800
9209	410	1068940800
1933	665	1069113600
1921	1762	1069200000
2145	396	1069286400
2145	465	1069286400
12935	650	1069286400
15621	248	1069286400
1569	354	1069372800
9956	772	1069372800
14763	567	1069459200
16023	663	1069459200
16815	626	1069459200
16815	627	1069545600
5065	534	1069632000
18820	743	1069632000
1306	800	1069718400
5265	823	1069718400
9209	744	1069718400
18820	822	1069977600
10316	2296	1070064000
11359	316	1070064000
14589	746	1070064000
9999	627	1070150400
11359	630	1070150400
14767	661	1070150400
12763	534	1070236800
13398	816	1070236800
19391	181	1070236800
19391	270	1070236800
19391	343	1070236800
13398	397	1070323200
13398	594	1070323200
18300	188	1070323200
11225	713	1070409600
15540	230	1070409600
7771	530	1070496000
19071	238	1070496000
19071	436	1070496000
7646	170	1070668800
14479	418	1070668800
18865	698	1070668800
16743	286	1070755200
16743	784	1070755200
16743	800	1070755200
1481	813	1070841600
3897	464	1070841600
5040	787	1070841600
16592	426	1070841600
899	841	1071014400
1088	536	1071014400
5728	396	1071014400
6225	601	1071014400
11924	604	1071014400
16743	795	1071014400
5038	22	1071187200
5395	561	1071187200
16743	714	1071187200
7974	281	1071273600
7646	263	1071532800
10316	416	1071532800
10316	668	1071532800
7598	610	1071619200
7598	743	1071619200
11986	634	1071619200
11986	519	1071705600
11986	647	1071705600
966	264	1071792000
9469	648	1071964800
13827	644	1072137600
13827	536	1072224000
13827	817	1072310400
14106	840	1072396800
11081	799	1072483200
11081	882	1072483200
11081	885	1072483200
13124	1762	1072483200
16743	739	1072483200
17960	520	1072483200
1004	650	1072569600
6454	650	1072569600
11431	610	1072569600
11431	635	1072569600
11431	748	1072569600
13827	607	1072569600
13827	792	1072569600
1993	814	1072656000
1993	843	1072656000
14236	205	1072656000
16778	534	1072656000
16778	759	1072656000
14675	626	1072742400
14993	624	1072742400
4305	830	1072828800
6225	767	1072828800
14236	936	1072915200
17978	791	1072915200
2337	948	1073001600
10932	792	1073001600
12580	690	1073001600
2437	495	1073088000
8384	534	1073088000
8384	627	1073088000
12580	534	1073088000
12580	798	1073088000
3966	814	1073174400
12318	849	1073174400
939	534	1073260800
939	536	1073260800
6863	4465	1073260800
7349	668	1073260800
8527	790	1073260800
14236	848	1073260800
966	265	1073347200
966	825	1073347200
2243	298	1073347200
17529	223	1073347200
2125	814	1073520000
4254	797	1073520000
4655	1762	1073520000
7971	264	1073520000
13539	520	1073520000
16525	680	1073520000
17412	651	1073520000
17412	688	1073520000
17412	799	1073520000
9956	748	1073606400
9956	790	1073606400
5968	594	1073692800
5968	740	1073692800
2125	795	1073779200
5655	530	1073779200
5655	714	1073779200
9999	800	1073779200
11333	311	1073779200
17863	787	1073779200
16475	798	1073865600
12137	630	1073952000
19234	627	1073952000
6821	252	1074038400
6821	662	1074038400
12580	714	1074038400
19268	520	1074124800
19268	744	1074124800
19268	800	1074124800
7288	426	1074297600
7288	535	1074297600
19357	747	1074470400
19357	748	1074470400
19357	793	1074470400
16226	698	1074643200
19357	396	1074643200
19357	634	1074643200
19357	815	1074643200
8917	626	1074729600
19357	59	1074729600
16947	535	1074816000
19196	534	1074816000
19196	536	1074816000
7288	799	1074902400
11739	250	1074902400
14106	651	1074902400
16525	642	1074902400
5188	841	1074988800
6821	581	1075075200
1481	761	1075161600
12922	337	1075248000
12922	419	1075248000
8917	649	1075507200
12922	335	1075766400
13539	188	1075766400
13539	524	1075766400
19357	743	1075766400
2616	836	1075852800
4655	886	1075852800
7384	644	1075852800
9192	626	1075852800
16778	604	1075852800
2769	534	1076025600
16525	778	1076112000
14113	816	1076198400
1114	784	1076371200
7607	626	1076371200
1114	631	1076457600
9779	275	1076457600
9779	535	1076457600
9779	632	1076457600
9779	761	1076457600
12137	650	1076457600
12137	713	1076457600
1114	783	1076544000
4967	495	1076630400
12922	331	1076630400
12922	332	1076630400
12922	334	1076630400
12922	711	1076630400
12922	420	1076716800
12922	710	1076716800
18865	743	1076716800
2633	902	1076889600
12137	626	1076889600
12137	740	1076889600
19393	536	1076889600
1933	534	1076976000
12922	338	1076976000
4967	534	1077062400
4967	537	1077062400
19357	937	1077235200
1096	762	1077321600
3897	536	1077321600
3897	627	1077321600
12823	594	1077408000
12823	626	1077408000
4967	325	1077494400
10784	193	1077494400
13539	650	1077494400
13539	801	1077494400
5901	536	1077580800
5936	650	1077580800
5901	566	1077667200
14993	608	1077667200
14993	626	1077667200
14993	627	1077667200
16592	787	1077667200
16592	809	1077667200
19071	661	1077667200
4967	635	1077753600
5901	316	1077753600
1776	841	1077840000
1776	843	1077840000
6358	286	1077840000
6358	423	1077840000
6358	520	1077840000
6358	756	1077840000
17960	565	1077840000
6409	746	1077926400
16592	884	1077926400
14134	942	1078012800
13539	638	1078444800
16592	525	1078531200
1112	607	1078704000
2633	207	1078704000
4288	843	1078876800
4288	929	1078876800
12823	551	1078876800
12823	627	1078876800
15341	843	1078876800
3604	813	1078963200
4145	694	1079049600
4967	611	1079136000
16787	167	1079136000
16787	169	1079136000
16787	177	1079136000
6970	815	1079395200
12720	604	1079395200
12720	611	1079395200
12720	843	1079395200
12728	423	1079481600
4145	695	1079568000
4485	751	1079568000
15341	740	1079568000
19261	566	1079568000
8000	628	1079740800
12137	698	1080259200
5954	366	1080345600
5954	648	1080345600
16226	627	1080345600
2161	822	1080432000
3522	687	1080432000
5954	534	1080432000
5954	617	1080432000
6093	376	1080432000
2337	626	1080777600
2337	841	1080777600
16027	605	1080777600
4967	790	1080864000
4967	791	1080950400
11412	525	1080950400
11333	226	1081036800
10669	309	1081123200
10669	516	1081123200
10669	757	1081123200
5170	627	1081209600
5170	740	1081209600
16592	761	1081209600
5441	564	1081382400
5441	694	1081382400
10669	633	1081555200
2854	764	1081728000
4967	761	1081728000
9192	756	1081728000
10669	440	1081728000
12137	745	1081728000
17412	582	1081728000
17412	694	1081728000
3604	635	1081814400
3604	831	1081814400
4452	167	1081814400
4452	250	1081814400
4452	251	1081814400
4452	256	1081814400
4452	257	1081814400
4452	265	1081814400
4452	267	1081814400
4452	271	1081814400
4452	273	1081814400
4967	760	1081814400
17412	523	1081814400
18543	745	1081814400
18543	830	1081814400
4452	397	1081900800
6480	275	1081900800
6480	761	1081900800
16792	650	1081900800
4452	183	1081987200
4452	248	1081987200
4452	249	1081987200
4452	439	1081987200
12214	812	1081987200
14535	536	1082073600
12137	608	1082160000
15341	698	1082246400
265	635	1082419200
265	823	1082419200
8979	841	1082419200
12632	936	1082419200
9768	205	1082592000
9768	403	1082592000
9768	734	1082592000
9768	713	1082678400
30	746	1083024000
12386	650	1083024000
166	626	1083196800
3897	418	1083283200
3897	537	1083283200
3897	650	1083283200
10438	748	1083369600
11359	650	1083542400
14067	1240	1083801600
12768	929	1083888000
1854	740	1084060800
4967	423	1084060800
4967	341	1084147200
13157	759	1084147200
19112	1762	1084147200
9293	536	1084233600
18362	848	1084233600
16047	366	1084406400
9880	942	1084492800
14600	931	1084492800
14600	934	1084492800
17850	891	1084492800
5340	799	1084579200
2538	248	1084665600
5915	534	1084665600
18081	286	1084752000
18081	626	1084752000
18081	714	1084752000
18081	743	1084752000
6695	891	1085011200
12601	481	1085011200
14479	431	1085097600
14479	568	1085097600
14665	188	1085097600
14665	568	1085097600
14665	798	1085097600
4967	396	1085184000
12720	59	1085184000
4967	561	1085270400
2337	781	1085356800
17850	180	1085356800
9469	245	1085443200
4213	263	1085529600
4213	846	1085529600
4800	520	1085529600
8638	862	1085616000
10784	743	1085702400
4058	783	1085788800
12728	281	1085788800
12728	286	1085788800
4268	951	1085961600
4967	406	1086048000
7345	837	1086134400
11801	431	1086134400
11801	650	1086134400
4145	366	1086220800
9192	612	1086220800
9192	910	1086307200
9192	948	1086307200
7045	727	1086480000
7045	928	1086480000
7045	748	1086566400
10340	617	1086566400
1216	650	1086652800
10666	891	1086739200
5065	843	1086825600
787	697	1087430400
787	746	1087430400
2337	464	1087430400
2337	529	1087430400
2337	623	1087430400
12601	770	1087430400
787	626	1087516800
5699	534	1087689600
5699	650	1087689600
5699	520	1087776000
5699	816	1087862400
7295	738	1087862400
5699	626	1087948800
14335	767	1088121600
15365	536	1088121600
5699	537	1088208000
8638	582	1088208000
166	838	1088294400
3474	650	1088294400
3474	904	1088294400
10669	761	1088380800
14639	536	1088380800
14639	651	1088380800
14639	799	1088380800
14639	841	1088380800
2169	350	1088640000
4917	626	1088640000
4967	187	1088640000
4967	188	1088640000
939	565	1088726400
2769	549	1088812800
4835	651	1088899200
4835	1005	1088899200
4917	708	1088899200
5651	947	1089072000
9401	939	1089244800
12763	843	1089504000
5599	1070	1089676800
939	464	1089763200
9886	418	1089849600
13740	423	1089936000
13740	498	1089936000
16823	535	1090022400
9886	627	1090195200
9886	745	1090195200
14639	626	1090281600
14639	650	1090281600
14639	929	1090281600
18134	646	1090454400
1112	431	1090540800
1112	495	1090540800
1112	739	1090540800
1112	932	1090540800
787	745	1090627200
11414	820	1090627200
1933	397	1090713600
1933	707	1090713600
2546	650	1090886400
939	566	1091059200
3966	1076	1091059200
11646	661	1091059200
14639	1036	1091059200
16344	740	1091145600
1933	604	1091232000
14639	553	1091232000
14639	1006	1091232000
2600	267	1091318400
2600	659	1091318400
9886	568	1091404800
9886	647	1091404800
9886	714	1091404800
9886	843	1091404800
15418	537	1091404800
15418	626	1091404800
15418	740	1091404800
12720	759	1091577600
19261	303	1091577600
19261	611	1091577600
14600	537	1091750400
10978	841	1091836800
2546	800	1091923200
6585	626	1091923200
6585	627	1091923200
14600	698	1091923200
18081	627	1091923200
4758	189	1092009600
5010	707	1092009600
6929	276	1092009600
6929	293	1092009600
6929	535	1092009600
9886	759	1092009600
9886	834	1092009600
13446	613	1092096000
12632	207	1092268800
17863	1762	1092268800
12225	934	1092355200
14442	423	1092355200
4879	841	1092441600
6794	281	1092441600
6794	536	1092441600
7295	1041	1092441600
16434	520	1092441600
16434	610	1092441600
16434	626	1092441600
16947	647	1092441600
9886	750	1092700800
2161	295	1092787200
11469	1041	1092787200
14442	649	1092787200
939	950	1092873600
939	1036	1092873600
5204	951	1092873600
18925	904	1092873600
13867	936	1092960000
14600	1078	1093046400
14600	1117	1093046400
5010	989	1093132800
9401	208	1093132800
14442	627	1093132800
14442	743	1093132800
14442	748	1093132800
15360	982	1093219200
4993	626	1093305600
14600	848	1093651200
14672	626	1093651200
14672	934	1093651200
15418	650	1093651200
4993	740	1093737600
12572	464	1093737600
4993	764	1093910400
1510	627	1093996800
10568	904	1093996800
10978	791	1093996800
14654	561	1093996800
6970	767	1094083200
6059	942	1094169600
939	607	1094428800
2437	739	1094515200
2437	1211	1094601600
11237	650	1094601600
11237	740	1094601600
1269	1144	1094688000
2491	626	1094688000
18300	381	1094688000
18300	418	1094688000
18300	423	1094688000
18300	536	1094688000
18300	607	1094688000
12768	1120	1094774400
15058	626	1094774400
2546	936	1094947200
11827	865	1094947200
462	281	1095033600
462	537	1095033600
462	626	1095033600
462	684	1095033600
462	800	1095033600
1533	650	1095120000
1533	690	1095120000
5065	520	1095120000
8778	1110	1095379200
1096	698	1095465600
10784	835	1095638400
13918	650	1095638400
15365	1036	1095638400
11829	694	1095724800
11829	923	1095724800
14672	745	1095724800
4254	252	1095811200
4254	760	1095811200
939	668	1095897600
939	396	1095984000
3411	740	1095984000
18448	1115	1095984000
357	609	1096156800
357	610	1096156800
357	646	1096156800
357	815	1096156800
357	822	1096156800
357	823	1096156800
1608	965	1096243200
11412	740	1096243200
16078	949	1096243200
12567	256	1096329600
12567	257	1096329600
12567	446	1096329600
15053	626	1096329600
14236	397	1096416000
939	587	1096502400
1800	1041	1096502400
4175	975	1096502400
12843	561	1096502400
6225	1076	1096675200
14654	638	1096675200
230	524	1096761600
10282	843	1096761600
10282	850	1096848000
10282	929	1096848000
14639	800	1096848000
14639	823	1096848000
4750	243	1097020800
4750	423	1097020800
10282	1058	1097020800
19112	964	1097020800
6610	248	1097107200
6610	256	1097107200
15844	627	1097193600
18380	534	1097280000
18380	626	1097280000
18380	649	1097280000
18380	817	1097280000
18380	904	1097280000
8638	276	1097366400
11237	411	1097366400
11237	838	1097366400
12062	534	1097366400
12062	536	1097366400
12062	537	1097366400
15844	626	1097366400
10316	258	1097452800
10553	830	1097452800
10553	1115	1097452800
10605	740	1097452800
12728	843	1097452800
13929	316	1097452800
13929	465	1097452800
13929	626	1097452800
13929	904	1097452800
16251	248	1097452800
18362	708	1097452800
4750	177	1097539200
4750	366	1097539200
6409	831	1097625600
8022	418	1097625600
8022	714	1097625600
8022	801	1097625600
8022	929	1097625600
12663	338	1097625600
13614	423	1097625600
14654	944	1097625600
16491	1133	1097625600
18783	177	1097625600
18783	799	1097625600
1306	502	1097712000
3401	612	1097712000
18783	275	1097712000
18783	530	1097712000
7546	708	1097798400
7546	753	1097798400
7546	817	1097798400
10662	740	1097798400
1776	714	1097884800
4967	286	1097884800
4967	1006	1097884800
10553	623	1097884800
10553	947	1097884800
11237	800	1097884800
4501	516	1097971200
1776	568	1098057600
1776	823	1098057600
4058	520	1098057600
16458	928	1098057600
4967	1054	1098144000
11264	520	1098144000
11264	935	1098144000
12386	841	1098230400
10410	970	1098316800
10410	1092	1098316800
30	523	1098403200
30	535	1098403200
30	537	1098403200
30	644	1098403200
30	728	1098403200
30	884	1098403200
30	1762	1098403200
16018	440	1098489600
5599	1001	1098576000
9045	815	1098576000
9045	947	1098576000
16193	626	1098576000
9833	517	1098662400
9833	608	1098662400
9833	708	1098662400
12039	383	1098662400
12039	604	1098662400
12039	626	1098662400
13353	947	1098662400
16458	724	1098662400
16458	736	1098662400
16458	801	1098662400
16458	838	1098662400
3344	969	1098748800
8784	644	1098748800
16694	840	1098748800
17384	739	1098748800
19168	626	1098748800
5617	1041	1098835200
17035	1033	1098835200
17035	1115	1098835200
17035	1144	1098835200
7310	534	1098921600
8276	650	1098921600
9833	626	1098921600
