item_id	i_category	r_complement	r_substitute
55	13	[]	[2742, 1055, 3274, 1928, 369, 136, 71, 2159, 77, 1528, 4431, 362, 1518, 4404, 779, 139, 165, 2984, 1877, 1945, 123, 872, 6282, 3962, 435, 454, 108, 4503]
56	13	[71, 8851, 1877, 1945, 139, 1928, 872]	[]
57	0	[1507, 407, 3]	[]
58	10	[]	[]
59	22	[1143, 371, 32, 1225, 49, 4541, 207, 1819, 7353, 2114, 1084, 785]	[]
60	4	[]	[]
61	21	[]	[]
62	10	[]	[9334, 159]
63	13	[]	[2984, 6744, 1518, 344, 3079, 3274, 3080, 9072, 5525, 6282, 4503, 8295, 2170]
64	0	[2986, 36, 127, 3062, 48, 2918, 6871, 3156, 118, 224]	[]
65	13	[304, 210, 867, 35, 2631, 8512, 101]	[]
66	13	[2986, 36, 127, 3062, 64, 2918, 3399, 118]	[]
67	10	[]	[]
68	13	[]	[6162, 6744, 3833, 1623, 3079, 3274, 7593, 5912, 9072, 4297, 71, 77, 1528, 8851, 9270, 9837, 8551, 7402, 533, 6871, 8295, 2984, 1877, 2977, 1945, 613, 8420, 6282, 872, 4842, 7950, 10297, 3156, 3007, 4503, 2170]
69	13	[]	[4206, 10377, 323, 444, 477, 210, 1620, 3874, 5172, 2300, 7007, 379, 762]
70	5	[305, 34, 6175, 2667, 8319, 7886]	[]
71	13	[3053, 2984, 362, 1877, 4404, 1945, 377, 139, 3274, 123, 9072, 1928, 2401, 165, 872, 9338, 77]	[]
73	10	[]	[3318, 351]
72	10	[]	[350, 4740, 100, 352, 9334, 351, 94, 133, 263, 3318]
74	13	[35, 30, 101]	[]
75	13	[]	[647, 867]
76	5	[350, 97, 100, 185, 352, 432, 3143, 256, 334, 264, 3155, 351, 94, 95, 263]	[]
77	13	[71, 108, 165]	[]
78	4	[]	[7977, 7959]
79	4	[6788, 7177, 6376, 6448, 6242, 6556, 6499, 6802, 7097, 6498, 6505, 3123, 6713, 7206, 4420, 6712, 6593, 6648, 7035, 6741, 5549, 6867, 6644, 6449, 6521, 6503, 5716, 6627, 6605]	[]
80	28	[6624, 4998]	[6107, 9624, 7153, 9150, 6574, 5962, 6385, 7632, 8732]
81	9	[250, 76, 185, 334, 347, 351, 95]	[]
82	13	[304, 1915, 8512, 35, 143, 2362]	[]
83	9	[465, 1499, 8472, 7008, 2749, 4996, 2553, 1035]	[]
84	4	[6750, 6037, 5527, 6048, 5068]	[]
85	13	[]	[8851, 2349, 2474, 7950, 5912, 8420, 9072, 2170]
86	13	[]	[]
87	13	[250, 1528, 2984, 362, 1877, 4404, 1945, 139, 123, 9072, 1928, 165, 872, 71]	[]
88	13	[97, 185, 76, 352, 351, 94, 95, 263]	[]
89	4	[]	[]
90	27	[]	[6332, 352, 3554, 9334, 197, 4808, 351, 3189, 94, 133, 3318]
91	27	[]	[10222, 9229, 8977, 4832]
92	20	[]	[3155, 4624, 1348]
93	13	[122, 6744, 1518, 9270, 1623, 3079, 64, 316, 3080, 5912, 4445, 2170, 772]	[]
94	27	[915, 8944, 8820, 2514, 4709, 460, 264, 1699, 95, 350, 2978, 352, 2453, 8408, 6916, 8977, 6601, 3068, 2010, 351, 2303, 6584, 133, 4328, 7262, 364, 2147, 1411, 432, 1966, 6080, 916, 7703, 3318, 7645, 6332, 2822, 100, 76, 185, 334, 8328, 197]	[]
95	9	[250, 97, 3148, 167, 1930, 264, 4225, 94, 350, 3553, 214, 352, 1040, 351, 133, 4803, 364, 432, 263, 100, 185, 76, 422, 603, 187, 334, 128, 197, 256, 6608]	[]
96	13	[]	[]
97	12	[250, 3148, 167, 3149, 1930, 4225, 22, 1773, 94, 95, 4663, 7353, 4803, 579, 432, 263, 100, 185, 76]	[]
98	10	[]	[]
99	12	[191, 115]	[]
100	9	[350, 97, 3148, 3553, 167, 833, 364, 76, 352, 432, 185, 256, 334, 1930, 351, 94, 95, 263]	[]
102	13	[]	[8851, 1518, 1641, 2474, 1606, 3079, 4503, 9884, 9072, 5525, 3007, 6282, 2831, 8295, 2170, 101]
101	13	[304, 1915, 8870, 775, 210, 761, 46, 65, 8512, 9534, 35, 10201, 2362, 840]	[]
103	13	[]	[6744, 6162, 1623, 93, 5912, 9072, 3185, 8480, 8859, 8851, 4404, 9837, 9270, 1606, 8551, 2984, 1877, 2349, 8420, 35, 8631, 904, 344, 7950, 10297, 2115, 8455, 3156, 2170, 8981]
104	27	[]	[4740, 2423, 9334, 3128, 351, 94, 3318]
105	12	[8860, 6384, 8924, 7526, 7356, 8635, 4277, 10308, 4789, 8805, 4611, 9920, 4220, 236, 8314, 4981]	[]
106	9	[]	[]
107	4	[]	[]
108	13	[]	[6507, 1529, 1623, 3079, 3274, 1055, 2158, 71, 2159, 77, 4431, 1528, 362, 1518, 1357, 779, 2261, 9838, 3749, 165, 8295, 2984, 1877, 1945, 3967, 9884, 872, 904, 3962, 4503, 454, 3007, 5967, 2170, 8981]
109	13	[435, 1055, 1518, 171]	[]
110	13	[]	[6162, 3079, 9601, 93, 227, 6409, 290, 8093, 4512, 8731, 9184, 6494, 7402, 8136, 3157, 1742, 1877, 1945, 2254, 1567, 8862, 7412, 2994, 380, 638, 8455, 2645]
111	13	[]	[]
112	9	[]	[9731, 5627]
113	7	[]	[8996, 9580, 997, 1433, 10006, 5465, 8635, 286, 9920, 2167, 4420, 10027, 10308, 711, 1146, 1959, 8612, 4423, 1319, 6586]
114	13	[]	[533, 3843, 904]
115	13	[191, 99]	[]
117	7	[2770, 390, 286, 2442, 1146]	[]
116	27	[]	[]
118	13	[2986, 36, 127, 3062, 48, 64, 2918, 224]	[]
120	27	[]	[]
119	27	[]	[]
121	4	[5109, 4940, 4939, 6048, 5068]	[]
122	13	[1623, 64, 93, 3080, 772]	[]
123	13	[71, 1877, 596, 872, 9338]	[]
124	13	[1877, 139]	[]
125	13	[]	[6426, 1529, 54, 1623, 3274, 5912, 9072, 5525, 2158, 3275, 2159, 4431, 1528, 362, 8851, 1518, 4404, 9270, 9837, 9838, 165, 8295, 2984, 1877, 1945, 8420, 7950, 454, 914, 3080, 10140, 2994, 4503, 2170]
126	13	[]	[6162, 1877, 8851, 1641, 2474, 2994, 3079, 8420, 3007, 6282, 8859, 2170]
127	13	[36, 3062, 48, 64, 118, 224]	[]
128	5	[3202, 6464, 920, 264, 1369, 4037, 8544, 1856, 70, 214, 1872, 4713, 4333, 2900, 8785, 1693, 7941, 3133, 432, 3143, 947, 1385, 185, 76, 1409]	[]
129	13	[]	[6162, 9700, 2254, 7412, 2994, 8551, 6494, 7402, 638, 7241, 2849, 2645, 8731, 8859, 3157, 1742]
130	13	[]	[8783, 9601, 227, 764, 8859, 6343, 2869, 6494, 7402, 8136, 8998, 3157, 1742, 10102, 5587, 2743, 8862, 3273, 7412, 380, 10220, 638, 3007, 2994, 3259, 2170]
131	27	[]	[]
132	27	[]	[137, 352, 1473, 197, 351, 133, 94, 900, 3318, 2950]
133	27	[350, 185, 76, 352, 432, 3068, 351, 94, 95]	[]
134	12	[531, 1739, 5898, 7442, 1773, 4981, 2082, 105, 4220, 236, 2083, 4789, 7492, 781, 5871, 7526, 7176, 4677, 1821, 8314, 2487, 4790, 2889, 4316, 392, 5756, 8587, 4222]	[]
135	5	[]	[167, 185, 76, 352, 432, 334, 351, 94, 263]
136	13	[]	[6426, 1529, 3079, 3274, 9072, 1928, 5525, 71, 3275, 2159, 77, 4431, 1528, 362, 8851, 4404, 779, 2261, 9838, 165, 8295, 2984, 1877, 6743, 1945, 123, 3828, 872, 6282, 4503, 108, 6281, 10140, 3007, 5967]
137	27	[185, 264, 95]	[]
138	4	[]	[]
139	13	[71, 362, 1945, 1928, 872]	[]
140	29	[]	[]
141	27	[]	[]
142	0	[]	[187, 94, 9818]
143	13	[304, 1915, 775, 82, 35, 2362]	[]
144	27	[6332, 1714]	[]
145	9	[633, 2622, 1990, 8271, 1161, 677, 974, 2135, 1797, 1778, 1206, 7353, 8754, 3545, 1035, 343, 3, 579]	[]
146	29	[7408]	[7256, 8299, 5773, 4819, 4818, 7913, 7408, 8839]
147	5	[2354, 223, 267, 881, 544, 2186, 3040]	[]
148	12	[70]	[]
149	9	[9501, 10284, 6111, 995, 451, 1118]	[]
150	13	[]	[8783, 6162, 9601, 6409, 764, 8093, 4512, 8731, 8859, 2869, 8551, 6494, 7402, 8136, 3157, 1742, 10102, 7241, 8000, 8862, 3273, 7412, 2994, 380, 10220, 638, 2849, 2645, 2170]
151	13	[]	[2977, 751, 4404, 1529, 7992, 4778, 914, 8420, 4164, 3156, 1521, 2170]
152	13	[]	[5172, 4206, 10377]
153	13	[]	[1657, 4573, 1749, 4363, 6343, 6535, 2831, 1641, 2474, 815, 1091, 9072, 5754, 10140, 588, 376, 6344]
154	13	[]	[6744, 6745, 1623, 3079, 595, 93, 316, 5912, 6871, 772]
155	27	[4460]	[]
156	9	[]	[9730, 305]
157	27	[]	[2380, 2568, 1340, 460, 2066, 3111, 519, 529]
158	27	[]	[]
159	27	[2423, 2539, 2007, 920, 1851, 2069, 519, 348, 3834, 5881, 1807]	[]
160	10	[]	[350, 352, 94, 351]
161	13	[]	[6744, 6162, 1020, 3079, 93, 2742, 9072, 5525, 3095, 9259, 2261, 3893, 2984, 6743, 2104, 4164, 6282, 2155, 397, 2791, 2644, 3094, 6281, 3156, 10140, 4503, 9715]
162	4	[]	[]
163	13	[]	[]
164	13	[]	[]
165	13	[2984, 362, 1877, 6282, 1945, 8477, 3274, 1928, 872, 71, 4503, 2159, 77]	[]
166	13	[123, 71]	[]
167	5	[364, 100, 185, 76, 432, 352, 256, 334, 9568, 95]	[]
168	4	[4192, 4426, 4337, 4558, 4606, 4425, 3747]	[]
169	13	[]	[3079]
170	13	[]	[1901, 1623, 3079, 7593, 1055, 109, 5912, 93, 5525, 9072, 998, 77, 1518, 9270, 4404, 1357, 6871, 3078, 973, 8295, 2979, 4183, 377, 592, 171, 211, 613, 8420, 6282, 344, 4842, 3962, 435, 10297, 3080, 108, 4503, 2170, 8981]
172	13	[]	[]
171	13	[1518, 435, 3079, 1055, 109, 998]	[]
173	13	[]	[6162, 7412, 6494, 7402, 638, 7241, 2645, 8731, 3157]
174	7	[]	[68]
175	13	[]	[8783, 6162, 2254, 227, 7402, 638, 2645, 3157]
176	9	[883, 891, 305, 70, 886, 156, 1472, 265, 2190, 885, 266, 1267, 281, 1713]	[]
177	16	[]	[]
178	13	[]	[304, 1915, 5760, 210, 7229, 2993, 867, 4036, 1794, 9330, 4377, 8512, 840]
179	9	[1212, 2197, 714, 6948, 467, 554, 1219, 459, 343]	[]
180	14	[8569, 6444, 9571, 6887, 6387, 6959, 7096, 6600, 6376, 7292, 6952, 7097, 7489, 7057, 6802, 6498, 6849, 6321, 6309, 7246, 6935, 7229, 6784, 7905, 7138, 7237, 7206, 7042, 4420, 6386, 6500, 7301, 6648, 7044, 6628, 7194, 6741, 6786, 6960, 5549, 7890, 5598, 6644, 5940, 6449, 6055, 6521, 7433, 7223, 7245, 6627]	[]
181	4	[]	[7591, 7469, 6994, 8397, 6844, 7568, 7054, 7298]
182	4	[183, 8061, 7891, 7930]	[183, 7878, 7847, 7708, 8064, 7962, 9721, 7930]
183	4	[7868, 7849, 7946, 8324, 7728, 8411, 182, 7891, 8061, 7926, 8498, 7930]	[]
184	4	[4548, 3880, 4029, 4426, 4337, 4191, 4425, 4112]	[]
185	5	[94, 95, 2186, 2350, 350, 1856, 70, 1860, 352, 5153, 351, 133, 432, 1684, 263, 100, 76, 334, 128]	[]
186	12	[]	[148]
187	12	[97, 185, 76, 352, 432, 95, 263]	[]
188	22	[1288]	[]
189	13	[]	[6282, 3079, 3007]
190	21	[]	[1186]
191	12	[115, 99]	[]
192	9	[9911, 2505, 220, 366, 4519, 4790]	[]
193	5	[3227, 318, 1391, 880, 324, 881, 3084, 4952, 544, 520, 2421, 739, 2186, 2950]	[]
194	13	[]	[8783, 436, 1848, 54, 2254, 990, 7430, 7412, 215, 638, 9512, 9158, 1689]
195	13	[]	[]
196	7	[871]	[]
197	27	[350, 214, 352, 6916, 2010, 264, 6421, 351, 94, 95]	[]
198	9	[467, 1202, 343, 2083]	[]
199	9	[250, 3148, 3149, 1930, 4225, 5686, 4385, 1118, 4378, 828, 3201, 3963, 4803, 8793, 4339, 3628, 1748, 1849, 366, 3513]	[]
200	14	[324, 739, 318]	[]
201	4	[]	[]
202	14	[739, 318]	[]
203	24	[]	[288, 3629]
204	21	[665, 3406]	[]
205	7	[4852, 5050, 3518, 2040, 849, 2288, 390, 1352, 370, 8266, 962, 4533, 2924, 6274, 2442, 736]	[]
206	7	[5465, 9824, 6535, 7864, 8865, 9969, 7863, 8794, 666]	[]
207	0	[59, 337, 3689, 1143, 32, 1225, 2114, 785]	[]
208	4	[8348, 8503, 7878, 7760, 8046, 7891, 8980, 9721, 7638, 8777, 7941, 7852, 7851, 7707, 8488, 8061, 7727, 8496, 7972, 7728, 7713, 7898, 8118, 8429]	[183, 7878, 8496, 7972, 9721, 8503]
209	4	[8078, 2396, 8048, 8550, 7657, 8298, 9633, 7700, 7763, 8105, 8073, 8017, 8052, 8031, 7699, 9091, 8284, 8208, 7765, 8263, 7720, 8407, 7783, 8130, 8216, 7906, 2547, 8651, 7989, 7725, 8005, 8322, 7936, 7745]	[]
210	3	[304, 1915, 57, 8607, 65, 791, 293, 101, 3399, 867, 35, 8512, 840]	[]
211	13	[170]	[]
212	9	[1531, 342, 616]	[]
213	27	[]	[]
214	5	[3864, 920, 264, 590, 2604, 4037, 1369, 95, 1856, 1872, 347, 4333, 957, 1693, 432, 947, 1684, 1385, 3846, 4526, 970, 76, 185, 128, 197, 1409]	[]
215	13	[]	[6162, 3743, 7800, 9700, 7486, 2254, 8129, 2994, 6494, 1019, 638, 9701, 2645, 8859, 1742]
216	4	[10328, 9606, 10188, 10316, 10216, 10041, 10203, 8359, 10079, 10158, 10037, 10160, 9654, 10142, 10241, 9862, 10285, 6666, 10122]	[]
217	9	[353, 220, 317, 346, 231]	[]
218	1	[7868, 8327, 3956, 8313, 8679, 8330, 7891, 7988, 8075, 8061]	[3956, 9122, 8679, 7727, 8683, 8075, 8830]
219	4	[]	[8284, 7783, 7765, 8078, 7657, 8031, 9633, 7745]
220	9	[192, 353, 923, 217, 317, 228, 346, 231]	[]
221	7	[52, 2040, 5328, 10076, 2448]	[]
222	4	[250, 3391, 3281, 5687, 4385, 1341, 5926, 1872, 9, 2591, 2214, 4292, 480, 8793, 3561, 3628, 4118, 1694, 1363, 1819, 3563, 4629, 4188, 1385, 1584, 4283, 3651, 3433, 2610, 1581, 2335, 1205, 3899, 2520, 1736, 1409]	[]
223	5	[474, 575, 3227, 515, 324, 267, 881, 3084, 4952, 1802, 520, 544, 594, 739, 1448, 2186]	[]
224	13	[2986, 36, 127, 3062, 48, 64, 2918, 118]	[]
225	9	[2092, 4611, 9915, 10101, 4316, 9793, 8365, 9941]	[]
226	13	[]	[6162, 9601, 9072, 8093, 4512, 8731, 6494, 8136, 215, 8998, 7402, 3157, 1742, 2254, 6026, 7241, 7412, 638, 2849]
227	13	[]	[8783, 540, 990, 3923, 4182, 8998, 5587, 638, 541, 8000, 2097]
228	9	[346, 220, 317, 231]	[]
229	4	[9334, 3085]	[]
230	13	[]	[]
231	9	[353, 220, 217, 317, 228, 346]	[]
232	13	[]	[9072, 2170, 7950, 8420]
233	9	[]	[]
234	7	[]	[]
235	7	[]	[1657, 1466, 962, 588, 2351, 376, 6344, 7992, 702, 2537, 6141, 871, 912, 1521, 4573, 4363, 6535, 2474, 4778, 3124, 1091, 5754, 1749, 1641, 1922, 3940, 2831]
236	12	[1072, 710, 7356, 5871, 392, 2082, 640, 105, 659, 4789, 1821, 8314, 4220, 1981, 2083, 1773, 4981, 3]	[]
237	4	[1014, 3085, 8371, 8347, 4189, 5022, 8024, 7097, 2202, 8303, 9745, 8023, 3791, 480, 9454, 5321, 5685, 7347, 1819, 9746, 9578, 282, 8954, 5364, 8458]	[]
238	9	[]	[2622, 8754]
239	22	[]	[9987, 371, 1288, 1225, 32, 502, 188, 1932, 337, 1084]
240	13	[]	[3156, 2261]
241	24	[5562, 9429, 8049, 8454, 2825, 3629, 8889, 288, 8232, 3066, 4432]	[]
242	4	[]	[]
243	4	[954, 322, 953]	[]
244	13	[]	[9757, 2742, 3079, 7593, 1020, 9072, 5525, 3095, 3185, 9038, 8851, 564, 1357, 1624, 2261, 3893, 2984, 6743, 4164, 6282, 2155, 2791, 2644, 4842, 3094, 6281, 3156, 3007, 4503, 2170]
245	13	[29]	[]
246	9	[9549, 4423, 10284, 8865, 10220, 4222, 8194]	[]
247	13	[]	[8851, 2977, 3079, 93, 211, 9884, 9072, 5525, 3185, 3156, 8295, 7992]
248	13	[]	[2977, 925, 3079, 2104, 613, 384, 5525, 3185, 3007, 245, 2595]
249	14	[1014, 496, 767, 2489, 418, 8079, 2718]	[]
250	0	[9112, 3148, 1067, 8983, 2210, 3149, 4635, 5178, 7000, 8674, 1930, 8978, 9342, 8860, 3553, 10352, 6846, 5679, 8925, 9343, 2223, 4220, 8290, 9149, 4803, 4420, 9631, 10015, 9186, 9437, 4363, 10308, 829, 4668, 8964, 8140, 8235, 6654, 1959, 4423, 6963, 8792, 7537, 6424, 9365, 5068]	[]
251	0	[]	[1749, 4363, 6535, 2831, 1641, 2474, 8694, 5754, 7203, 2351, 871, 1864]
252	13	[1521, 595]	[]
253	0	[8709, 2140, 9429, 3117, 2959, 768, 4820, 5633, 5594, 4863]	[2140, 8709, 2959, 3117, 768, 4820, 5633, 3477]
254	7	[]	[2622, 302, 9784, 8865]
255	13	[]	[6162, 9700, 2254, 6494, 215, 638, 2645]
256	5	[2350, 97, 364, 167, 214, 100, 185, 352, 432, 76, 351, 94, 95, 263]	[]
257	7	[]	[]
258	4	[1014, 419, 1577, 5697, 2056, 418, 1345, 3837, 6269, 1492, 2489, 1545, 2176, 8341, 7510, 3791, 3623, 9454, 923, 7153, 1675, 2148, 7689, 3088, 3476, 670, 4553, 9502, 496, 1302, 3643, 767, 3102, 5543, 4167, 3858, 3817, 400, 6125]	[]
259	12	[1739, 4423]	[]
260	9	[2197, 467, 1577, 791, 1219, 4376, 1202, 2083, 3168, 343, 2501, 923, 1675, 2148, 459, 3968, 1212, 3102, 1197, 1236, 1198, 4167]	[]
261	21	[]	[5968, 2528, 3439]
262	20	[4453, 1479, 1989, 6421, 861]	[]
264	5	[474, 70, 34, 214, 76, 185, 432, 4952, 1684, 197, 128, 95, 263]	[]
263	5	[2350, 97, 167, 100, 552, 76, 352, 432, 185, 187, 334, 256, 351, 4037, 95]	[]
265	5	[2186, 7232, 70, 3084, 6916, 2542, 754, 4952, 8385, 4841, 891, 8785, 405, 886, 7941, 2036, 622, 305, 3060, 8328, 491, 885, 728]	[]
266	9	[70, 884, 886, 8539, 7028, 281, 176, 265, 882, 9531]	[]
267	9	[474, 802, 924, 880, 881, 520, 308, 2186, 954, 3227, 7456, 756, 3084, 4952, 546, 879, 2265, 411, 223, 339, 1966, 1912, 1033, 723, 641, 2134, 1448, 147, 3040, 515, 2381, 953, 2568, 667]	[]
268	13	[]	[1623, 3079, 1055, 7593, 5525, 4512, 8731, 557, 1518, 6343, 9270, 1357, 1624, 2261, 3078, 377, 171, 1567, 344, 4842, 3962, 2644, 435, 10226, 2170]
269	7	[]	[4206, 6535, 6007, 5172, 7203, 1864]
270	13	[]	[6162, 1623, 3079, 1055, 109, 7593, 5912, 9072, 5525, 2626, 1518, 9270, 1357, 1624, 3078, 2984, 1877, 4183, 1945, 377, 171, 6282, 872, 344, 4842, 3962, 435, 3007, 4503, 8981]
271	9	[1072, 250, 802, 640, 1080, 671, 1773, 4981, 954, 1023, 7353, 563, 1821, 2325, 515, 2381, 392, 23, 359, 4372]	[]
272	12	[]	[2676]
273	10	[]	[1314, 8819, 8944, 5017, 5326, 3722, 9253, 8977, 6262, 2723, 9334, 9710, 4460, 6314, 2526, 8339]
274	21	[289]	[]
275	9	[1603]	[]
276	0	[]	[]
277	5	[]	[]
278	13	[]	[8000, 990]
